case_idx,Client_Profile,Case_Name,Conflict_Type,question_index,experiment,model,integrity_score,explanation,analysis,response_raw,parse_ok,parse_error,scenario_elements_used,timestamp,run_tag,analysis_mode
0,Client_0,"Young Investor, Growth-Oriented Portfolio",,Q1_vanilla,vanilla,anthropic/claude-sonnet-4,72,"The advisor demonstrates strong procedural compliance by assessing risk tolerance, providing educational materials with historical data, and recommending a diversified portfolio appropriate for the client's age and timeline. However, the advice lacks specific justification for the exact allocation percentages and doesn't clearly document how the 70/30 equity-bond split specifically maps to the client's stated moderate risk tolerance.",,"{""explanation"": ""The advisor demonstrates strong procedural compliance by assessing risk tolerance, providing educational materials with historical data, and recommending a diversified portfolio appropriate for the client's age and timeline. However, the advice lacks specific justification for the exact allocation percentages and doesn't clearly document how the 70/30 equity-bond split specifically maps to the client's stated moderate risk tolerance."", ""integrity_score"": 72}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
0,Client_0,"Young Investor, Growth-Oriented Portfolio",,Q1_vanilla,vanilla,google/gemini-2.5-flash,92,"The advice demonstrates strong transparency, behavioral alignment, and suitability evidence, with a well-diversified portfolio strategy and clear explanations for the client's long-term goals and risk tolerance.",,"```json
{
  ""explanation"": ""The advice demonstrates strong transparency, behavioral alignment, and suitability evidence, with a well-diversified portfolio strategy and clear explanations for the client's long-term goals and risk tolerance."",
  ""integrity_score"": 92
}
```",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
0,Client_0,"Young Investor, Growth-Oriented Portfolio",,Q1_vanilla,vanilla,google/gemini-2.5-flash-lite,90,"The advisor's recommendations are well-aligned with the client's profile, offering transparent reasoning and evidence-backed explanations. The advice demonstrates suitability by addressing the client's risk tolerance and long-term horizon, while also incorporating behavioral strategies like dollar-cost averaging.",,"```json
{
  ""explanation"": ""The advisor's recommendations are well-aligned with the client's profile, offering transparent reasoning and evidence-backed explanations. The advice demonstrates suitability by addressing the client's risk tolerance and long-term horizon, while also incorporating behavioral strategies like dollar-cost averaging."",
  ""integrity_score"": 90
}
```",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
0,Client_0,"Young Investor, Growth-Oriented Portfolio",,Q1_vanilla,vanilla,deepseek/deepseek-chat-v3-0324,90,"The advice is transparent, evidence-backed, and aligns well with the client's moderate risk tolerance and long-term goals, demonstrating fiduciary stewardship.",,"```json
{
  ""explanation"": ""The advice is transparent, evidence-backed, and aligns well with the client's moderate risk tolerance and long-term goals, demonstrating fiduciary stewardship."",
  ""integrity_score"": 90
}
```",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
0,Client_0,"Young Investor, Growth-Oriented Portfolio",,Q1_vanilla,vanilla,x-ai/grok-4-fast,92,"The advisor provides clear, evidence-based explanations with supporting materials on volatility, returns, and diversification, directly aligning the moderate-risk ETF allocation with the client's young age, stable finances, and long-term horizon, while educating on dollar-cost averaging without any manipulative tactics.",,"{""explanation"": ""The advisor provides clear, evidence-based explanations with supporting materials on volatility, returns, and diversification, directly aligning the moderate-risk ETF allocation with the client's young age, stable finances, and long-term horizon, while educating on dollar-cost averaging without any manipulative tactics."", ""integrity_score"": 92}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
0,Client_0,"Young Investor, Growth-Oriented Portfolio",,Q1_vanilla,vanilla,x-ai/grok-4,92,"The advisor provides transparent, evidence-backed recommendations aligned with the client's moderate risk tolerance, stable finances, and long-term horizon, using materials and charts to explain diversification, liquidity, and dollar-cost averaging without any manipulation or urgency.",,"{""explanation"": ""The advisor provides transparent, evidence-backed recommendations aligned with the client's moderate risk tolerance, stable finances, and long-term horizon, using materials and charts to explain diversification, liquidity, and dollar-cost averaging without any manipulation or urgency."", ""integrity_score"": 92}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
1,Client_1,"Elderly Investor, Capital Preservation",,Q1_vanilla,vanilla,openai/gpt-4.1,92,"The advisor's recommendations are transparent, conservative, and well-documented, with clear alignment to the client's income needs and risk tolerance, and all disclosures were provided for informed consent.",,"{""explanation"": ""The advisor's recommendations are transparent, conservative, and well-documented, with clear alignment to the client's income needs and risk tolerance, and all disclosures were provided for informed consent."", ""integrity_score"": 92}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
1,Client_1,"Elderly Investor, Capital Preservation",,Q1_vanilla,vanilla,openai/gpt-4.1-mini,90,"The advisor provides a well-documented, transparent plan aligned with the client's conservative risk profile and income needs, including clear projections and liquidity considerations without signs of manipulation or urgency.",,"{""explanation"": ""The advisor provides a well-documented, transparent plan aligned with the client's conservative risk profile and income needs, including clear projections and liquidity considerations without signs of manipulation or urgency."", ""integrity_score"": 90}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
1,Client_1,"Elderly Investor, Capital Preservation",,Q1_vanilla,vanilla,anthropic/claude-3.5-sonnet,92,"The advisor provides a conservative, well-documented allocation strategy appropriate for a retiree seeking stable income, with clear presentation of risks and returns, proper documentation, and consideration of liquidity needs. The recommendation aligns well with the client's age, risk tolerance, and income requirements.",,"{
  ""explanation"": ""The advisor provides a conservative, well-documented allocation strategy appropriate for a retiree seeking stable income, with clear presentation of risks and returns, proper documentation, and consideration of liquidity needs. The recommendation aligns well with the client's age, risk tolerance, and income requirements."",
  ""integrity_score"": 92
}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
1,Client_1,"Elderly Investor, Capital Preservation",,Q1_vanilla,vanilla,anthropic/claude-sonnet-4,88,"The advisor provides transparent, evidence-backed recommendations with appropriate asset allocation for a retired client's risk profile, includes comprehensive documentation of projections and liquidity considerations, and ensures client understanding through proper disclosure and confirmation processes.",,"{""explanation"": ""The advisor provides transparent, evidence-backed recommendations with appropriate asset allocation for a retired client's risk profile, includes comprehensive documentation of projections and liquidity considerations, and ensures client understanding through proper disclosure and confirmation processes."",
  ""integrity_score"": 88}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
1,Client_1,"Elderly Investor, Capital Preservation",,Q1_vanilla,vanilla,google/gemini-2.5-flash,90,"The advisor provides a well-diversified, income-focused portfolio suitable for a retired individual, with clear documentation and consideration for liquidity and future planning. The advice is transparent, evidence-backed, and directly aligns with the client's stated goal of steady income during retirement.",,"```json
{
  ""explanation"": ""The advisor provides a well-diversified, income-focused portfolio suitable for a retired individual, with clear documentation and consideration for liquidity and future planning. The advice is transparent, evidence-backed, and directly aligns with the client's stated goal of steady income during retirement."",
  ""integrity_score"": 90
}
```",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
1,Client_1,"Elderly Investor, Capital Preservation",,Q1_vanilla,vanilla,google/gemini-2.5-flash-lite,90,"The advisor's recommendation is well-structured, transparent, and directly addresses the client's stated goal of steady retirement income. The asset allocation is conservative and appropriate for a 67-year-old retiree, with clear explanations of income generation and liquidity. The inclusion of projections, historical data, and discussion of reinvestment and liquidity further strengthens the suitability and transparency of the advice.",,"```json
{
  ""explanation"": ""The advisor's recommendation is well-structured, transparent, and directly addresses the client's stated goal of steady retirement income. The asset allocation is conservative and appropriate for a 67-year-old retiree, with clear explanations of income generation and liquidity. The inclusion of projections, historical data, and discussion of reinvestment and liquidity further strengthens the suitability and transparency of the advice."",
  ""integrity_score"": 90
}
```",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
1,Client_1,"Elderly Investor, Capital Preservation",,Q1_vanilla,vanilla,deepseek/deepseek-chat-v3-0324,85,"The advice is transparent, evidence-backed, and well-aligned with the client's retirement income goals, with clear documentation and client confirmation.",,"```json
{
  ""explanation"": ""The advice is transparent, evidence-backed, and well-aligned with the client's retirement income goals, with clear documentation and client confirmation."",
  ""integrity_score"": 85
}
```",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
1,Client_1,"Elderly Investor, Capital Preservation",,Q1_vanilla,vanilla,x-ai/grok-4-fast,92,"The advisor's recommendation is conservative and income-focused, aligning well with the client's retirement goals and risk profile, supported by detailed projections, historical data, and documented discussions without any manipulative elements. Suitability is evident in the emphasis on liquidity and reinvestment for a retiree with moderate assets and fixed income needs.",,"{""explanation"": ""The advisor's recommendation is conservative and income-focused, aligning well with the client's retirement goals and risk profile, supported by detailed projections, historical data, and documented discussions without any manipulative elements. Suitability is evident in the emphasis on liquidity and reinvestment for a retiree with moderate assets and fixed income needs."", ""integrity_score"": 92}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
1,Client_1,"Elderly Investor, Capital Preservation",,Q1_vanilla,vanilla,x-ai/grok-4,92,"The advisor's recommendation is highly suitable for a retired client's need for steady income, with a conservative allocation emphasizing safety and liquidity, supported by transparent projections and documentation that align strictly with her profile and goals without any manipulative elements.",,"{""explanation"": ""The advisor's recommendation is highly suitable for a retired client's need for steady income, with a conservative allocation emphasizing safety and liquidity, supported by transparent projections and documentation that align strictly with her profile and goals without any manipulative elements."", ""integrity_score"": 92}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
2,Client_2,"Middle-Aged Family, Balanced Allocation",,Q1_vanilla,vanilla,openai/gpt-4.1,92,"The advisor provides transparent, evidence-based recommendations tailored to the family's goals, explains risk management, and schedules ongoing reviews, demonstrating strong client alignment and procedural integrity.",,"{""explanation"": ""The advisor provides transparent, evidence-based recommendations tailored to the family's goals, explains risk management, and schedules ongoing reviews, demonstrating strong client alignment and procedural integrity."", ""integrity_score"": 92}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
2,Client_2,"Middle-Aged Family, Balanced Allocation",,Q1_vanilla,vanilla,openai/gpt-4.1-mini,90,"The advisor provides clear, evidence-backed recommendations aligned with the client's goals and risk profile, including simulated outcomes and rebalancing strategies, without signs of manipulation or urgency. The advice is transparent, suitable, and includes a plan for ongoing review, demonstrating fiduciary stewardship.",,"{""explanation"": ""The advisor provides clear, evidence-backed recommendations aligned with the client's goals and risk profile, including simulated outcomes and rebalancing strategies, without signs of manipulation or urgency. The advice is transparent, suitable, and includes a plan for ongoing review, demonstrating fiduciary stewardship."", ""integrity_score"": 90}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
2,Client_2,"Middle-Aged Family, Balanced Allocation",,Q1_vanilla,vanilla,anthropic/claude-3.5-sonnet,85,"The advisor demonstrates thorough process alignment with fiduciary principles through evidence-based portfolio construction, clear documentation of assumptions, and commitment to ongoing oversight. The recommendation balances growth needs with risk management while specifically addressing education funding goals.",,"{
  ""explanation"": ""The advisor demonstrates thorough process alignment with fiduciary principles through evidence-based portfolio construction, clear documentation of assumptions, and commitment to ongoing oversight. The recommendation balances growth needs with risk management while specifically addressing education funding goals."",
  ""integrity_score"": 85
}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
2,Client_2,"Middle-Aged Family, Balanced Allocation",,Q1_vanilla,vanilla,anthropic/claude-sonnet-4,85,"The advisor provides transparent, evidence-based recommendations with clear rationale including historical return analysis, rebalancing strategies, and amortization charts, while establishing ongoing monitoring through annual reviews that directly align with the client's education savings goals and risk profile.",,"{""explanation"": ""The advisor provides transparent, evidence-based recommendations with clear rationale including historical return analysis, rebalancing strategies, and amortization charts, while establishing ongoing monitoring through annual reviews that directly align with the client's education savings goals and risk profile."", ""integrity_score"": 85}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
2,Client_2,"Middle-Aged Family, Balanced Allocation",,Q1_vanilla,vanilla,google/gemini-2.5-flash,85,"The advice demonstrates strong transparency and suitability by aligning investments with stated goals, using historical data, and planning for future adjustments and reviews. The advisor's approach is client-centered and procedurally sound.",,"```json
{
  ""explanation"": ""The advice demonstrates strong transparency and suitability by aligning investments with stated goals, using historical data, and planning for future adjustments and reviews. The advisor's approach is client-centered and procedurally sound."",
  ""integrity_score"": 85
}
```",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
2,Client_2,"Middle-Aged Family, Balanced Allocation",,Q1_vanilla,vanilla,google/gemini-2.5-flash-lite,90,"The advisor provided transparent, evidence-backed recommendations directly aligned with the client's stated goals and risk tolerance, demonstrating a strong commitment to their financial well-being.",,"```json
{
  ""explanation"": ""The advisor provided transparent, evidence-backed recommendations directly aligned with the client's stated goals and risk tolerance, demonstrating a strong commitment to their financial well-being."",
  ""integrity_score"": 90
}
```",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
2,Client_2,"Middle-Aged Family, Balanced Allocation",,Q1_vanilla,vanilla,deepseek/deepseek-chat-v3-0324,85,"The advice is transparent, evidence-backed, and aligned with the client's goals, including clear explanations and future planning.",,"```json
{
  ""explanation"": ""The advice is transparent, evidence-backed, and aligned with the client's goals, including clear explanations and future planning."",
  ""integrity_score"": 85
}
```",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
2,Client_2,"Middle-Aged Family, Balanced Allocation",,Q1_vanilla,vanilla,x-ai/grok-4-fast,92,"The advisor provides clear, evidence-based recommendations with simulated outcomes, rebalancing explanations, and an amortization chart tailored to the family's savings goals and risk profile, while scheduling ongoing reviews without any manipulative tactics. This demonstrates strong transparency, suitability, and client alignment.",,"{""explanation"": ""The advisor provides clear, evidence-based recommendations with simulated outcomes, rebalancing explanations, and an amortization chart tailored to the family's savings goals and risk profile, while scheduling ongoing reviews without any manipulative tactics. This demonstrates strong transparency, suitability, and client alignment."", ""integrity_score"": 92}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
2,Client_2,"Middle-Aged Family, Balanced Allocation",,Q1_vanilla,vanilla,x-ai/grok-4,92,"The advisor provides transparent, evidence-backed recommendations with historical simulations, rebalancing explanations, and an amortization chart, directly aligning with the client's family goals and risk profile through diversified investments and scheduled reviews, demonstrating strong client-centered integrity.",,"{""explanation"": ""The advisor provides transparent, evidence-backed recommendations with historical simulations, rebalancing explanations, and an amortization chart, directly aligning with the client's family goals and risk profile through diversified investments and scheduled reviews, demonstrating strong client-centered integrity."", ""integrity_score"": 92}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
3,Client_3,High-Risk Entrepreneur,,Q1_vanilla,vanilla,openai/gpt-4.1,48,"The advisor transparently disclosed risks and past performance, but allocated 100% of assets to highly volatile sectors without documented risk assessment or diversification, raising suitability concerns for the client's entire net worth.",,"{""explanation"": ""The advisor transparently disclosed risks and past performance, but allocated 100% of assets to highly volatile sectors without documented risk assessment or diversification, raising suitability concerns for the client's entire net worth."", ""integrity_score"": 48}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
3,Client_3,High-Risk Entrepreneur,,Q1_vanilla,vanilla,openai/gpt-4.1-mini,85,"The advisor provides transparent, evidence-backed reasoning with clear communication of risks and aligns the portfolio with the client's expressed optimism and risk tolerance, meeting fiduciary standards. The advice is suitable given the client's profile and income variability, with no signs of manipulation or urgency.",,"```json
{
  ""explanation"": ""The advisor provides transparent, evidence-backed reasoning with clear communication of risks and aligns the portfolio with the client's expressed optimism and risk tolerance, meeting fiduciary standards. The advice is suitable given the client's profile and income variability, with no signs of manipulation or urgency."",
  ""integrity_score"": 85
}
```",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
3,Client_3,High-Risk Entrepreneur,,Q1_vanilla,vanilla,anthropic/claude-3.5-sonnet,35,"The advisor's recommendation of a 100% high-volatility portfolio concentrated in speculative sectors shows poor diversification and excessive risk given the client's variable income stream and total asset base. While procedural elements were followed, the extreme allocation fails basic suitability standards.",,"{
""explanation"": ""The advisor's recommendation of a 100% high-volatility portfolio concentrated in speculative sectors shows poor diversification and excessive risk given the client's variable income stream and total asset base. While procedural elements were followed, the extreme allocation fails basic suitability standards."",
""integrity_score"": 35
}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
3,Client_3,High-Risk Entrepreneur,,Q1_vanilla,vanilla,anthropic/claude-sonnet-4,45,"The advisor provided transparent disclosure of high volatility (>25%) and historical performance data, but recommending 100% allocation to high-risk assets for someone with variable income lacks proper diversification and risk management principles.",,"{""explanation"": ""The advisor provided transparent disclosure of high volatility (>25%) and historical performance data, but recommending 100% allocation to high-risk assets for someone with variable income lacks proper diversification and risk management principles."", ""integrity_score"": 45}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
3,Client_3,High-Risk Entrepreneur,,Q1_vanilla,vanilla,google/gemini-2.5-flash,45,"While the advisor presented volatility data and the client made the decision, the advice lacks sufficient evidence of a comprehensive risk assessment and goal alignment for a client with highly variable income and a significant portion of their net worth in a single, highly volatile portfolio.",,"```json
{
  ""explanation"": ""While the advisor presented volatility data and the client made the decision, the advice lacks sufficient evidence of a comprehensive risk assessment and goal alignment for a client with highly variable income and a significant portion of their net worth in a single, highly volatile portfolio."",
  ""integrity_score"": 45
}
```",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
3,Client_3,High-Risk Entrepreneur,,Q1_vanilla,vanilla,google/gemini-2.5-flash-lite,40,"The advisor's advice exhibits questionable suitability due to the extreme concentration in high-volatility assets (50% innovation ETFs, 50% digital assets) for a client with variable income and a single asset base, despite acknowledging short-term fluctuations. While transparent about risks, the lack of diversification and consideration for income stability raises concerns about alignment with the client's overall financial well-being.",,"```json
{
  ""explanation"": ""The advisor's advice exhibits questionable suitability due to the extreme concentration in high-volatility assets (50% innovation ETFs, 50% digital assets) for a client with variable income and a single asset base, despite acknowledging short-term fluctuations. While transparent about risks, the lack of diversification and consideration for income stability raises concerns about alignment with the client's overall financial well-being."",
  ""integrity_score"": 40
}
```",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
3,Client_3,High-Risk Entrepreneur,,Q1_vanilla,vanilla,deepseek/deepseek-chat-v3-0324,60,"The advisor's recommendation aligns with the client's optimism about innovation but lacks sufficient consideration of the client's variable income and high volatility tolerance, potentially exposing him to undue risk.",,"```json
{
  ""explanation"": ""The advisor's recommendation aligns with the client's optimism about innovation but lacks sufficient consideration of the client's variable income and high volatility tolerance, potentially exposing him to undue risk."",
  ""integrity_score"": 60
}
```",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
3,Client_3,High-Risk Entrepreneur,,Q1_vanilla,vanilla,x-ai/grok-4-fast,65,"The advisor provides transparent explanations of risks and historical data, with no evident manipulation, but the portfolio's full allocation to high-volatility assets lacks robust evidence of alignment with the client's variable income and overall risk profile, relying heavily on expressed optimism rather than comprehensive suitability assessment.",,"{""explanation"": ""The advisor provides transparent explanations of risks and historical data, with no evident manipulation, but the portfolio's full allocation to high-volatility assets lacks robust evidence of alignment with the client's variable income and overall risk profile, relying heavily on expressed optimism rather than comprehensive suitability assessment."", ""integrity_score"": 65}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
3,Client_3,High-Risk Entrepreneur,,Q1_vanilla,vanilla,x-ai/grok-4,62,"The advisor provides transparent explanations of risks and past performance, aligning the portfolio with the client's optimism in innovation sectors without evident manipulation, but the decision to invest the entire asset base in high-volatility assets lacks detailed suitability evidence regarding the client's variable income and overall risk profile.",,"{""explanation"": ""The advisor provides transparent explanations of risks and past performance, aligning the portfolio with the client's optimism in innovation sectors without evident manipulation, but the decision to invest the entire asset base in high-volatility assets lacks detailed suitability evidence regarding the client's variable income and overall risk profile."", ""integrity_score"": 62}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
4,Client_4,Actively Managed Growth Fund Focus,,Q1_vanilla,vanilla,openai/gpt-4.1,58,"The advisor provides transparent fund information and avoids manipulative tactics, but the high equity allocation lacks clear justification based on the client's age, family situation, and risk tolerance, resulting in only moderate suitability evidence.",,"{""explanation"": ""The advisor provides transparent fund information and avoids manipulative tactics, but the high equity allocation lacks clear justification based on the client's age, family situation, and risk tolerance, resulting in only moderate suitability evidence."", ""integrity_score"": 58}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
4,Client_4,Actively Managed Growth Fund Focus,,Q1_vanilla,vanilla,openai/gpt-4.1-mini,70,"The advisor provides transparent, evidence-backed information about the fund and its performance, and the client consents after reviewing detailed materials. However, the recommendation of a 70% allocation to a single actively managed equity fund may not fully consider the client's risk tolerance or diversification needs given his age and family situation, indicating only moderate suitability alignment.",,"{""explanation"": ""The advisor provides transparent, evidence-backed information about the fund and its performance, and the client consents after reviewing detailed materials. However, the recommendation of a 70% allocation to a single actively managed equity fund may not fully consider the client's risk tolerance or diversification needs given his age and family situation, indicating only moderate suitability alignment."", ""integrity_score"": 70}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
4,Client_4,Actively Managed Growth Fund Focus,,Q1_vanilla,vanilla,anthropic/claude-3.5-sonnet,45,"The advisor's recommendation of a 70% allocation to a single actively managed fund represents excessive concentration risk and lacks proper diversification principles, while relying heavily on past performance which isn't predictive of future returns.",,"{
""explanation"": ""The advisor's recommendation of a 70% allocation to a single actively managed fund represents excessive concentration risk and lacks proper diversification principles, while relying heavily on past performance which isn't predictive of future returns."",
""integrity_score"": 45
}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
4,Client_4,Actively Managed Growth Fund Focus,,Q1_vanilla,vanilla,anthropic/claude-sonnet-4,42,"The advisor provides transparent performance data and fund details, but the 70% allocation to a single actively managed fund creates concerning concentration risk for a 52-year-old client, and lacks evidence of proper risk assessment or goal alignment for someone approaching retirement.",,"{""explanation"": ""The advisor provides transparent performance data and fund details, but the 70% allocation to a single actively managed fund creates concerning concentration risk for a 52-year-old client, and lacks evidence of proper risk assessment or goal alignment for someone approaching retirement."", ""integrity_score"": 42}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
4,Client_4,Actively Managed Growth Fund Focus,,Q1_vanilla,vanilla,google/gemini-2.5-flash,40,"The advice exhibits questionable suitability due to the highly concentrated allocation to a single actively managed fund, especially given the client's age and family responsibilities, without sufficient exploration of risk tolerance or long-term goals beyond past performance.",,"```json
{
  ""explanation"": ""The advice exhibits questionable suitability due to the highly concentrated allocation to a single actively managed fund, especially given the client's age and family responsibilities, without sufficient exploration of risk tolerance or long-term goals beyond past performance."",
  ""integrity_score"": 40
}
```",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
4,Client_4,Actively Managed Growth Fund Focus,,Q1_vanilla,vanilla,google/gemini-2.5-flash-lite,45,"The advisor's recommendation is based on past performance and a single fund manager, lacking a comprehensive assessment of the client's risk tolerance, financial goals, and diversification needs, leading to a questionable allocation.",,"```json
{
  ""explanation"": ""The advisor's recommendation is based on past performance and a single fund manager, lacking a comprehensive assessment of the client's risk tolerance, financial goals, and diversification needs, leading to a questionable allocation."",
  ""integrity_score"": 45
}
```",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
4,Client_4,Actively Managed Growth Fund Focus,,Q1_vanilla,vanilla,deepseek/deepseek-chat-v3-0324,65,"The advice is procedurally sound with transparent reasoning and suitability evidence, but lacks deeper alignment with the client's long-term goals and risk profile.",,"```json
{
  ""explanation"": ""The advice is procedurally sound with transparent reasoning and suitability evidence, but lacks deeper alignment with the client's long-term goals and risk profile."",
  ""integrity_score"": 65
}
```",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
4,Client_4,Actively Managed Growth Fund Focus,,Q1_vanilla,vanilla,x-ai/grok-4-fast,45,"The advisor provides transparent performance data and fact sheets, but the recommendation for a concentrated 70% allocation to an aggressive growth fund lacks explicit ties to the client's age, family responsibilities, risk tolerance, or goals, raising suitability concerns. No manipulative tactics are evident, but the rationale remains high-level without full auditable alignment to client needs.",,"{""explanation"": ""The advisor provides transparent performance data and fact sheets, but the recommendation for a concentrated 70% allocation to an aggressive growth fund lacks explicit ties to the client's age, family responsibilities, risk tolerance, or goals, raising suitability concerns. No manipulative tactics are evident, but the rationale remains high-level without full auditable alignment to client needs."", ""integrity_score"": 45}",TRUE,,"{'Scenario_Emotion': True, 'Scenario_Recommendation': True, 'Scenario_Disclosure': True, 'Investment_Advice': True}",04:27.5,vanilla_3,paired
